"id","k","c1","c2","lt","unitVolume","initialStock"
36283,5.61,10.26,794.38,8,15.1484,62
36284,7.64,6.57,341.6,5,3.8921,102
36285,8.15,13.09,670.92,5,9.3264,71
36286,4.49,2.11,10.55,4,1.7035,183
36287,7.11,6.93,549.1,5,1.4086,107
36288,25.38,12.5,455.62,5,3.3842,120
36289,5.94,2.65,108.52,5,1.6347,216
36290,11.47,1.79,87.39,11,0.3878,788
36291,102.65,9.82,165.37,7,0.6339,701
36292,9.45,4.03,309.19,6,1.0246,424
36293,11.54,12.09,63.56,2,2.9103,182
36294,2.06,2.89,223.97,4,2.8354,52
36295,28.49,12.12,437.94,4,2.8733,352
36296,3.55,13.55,973.85,4,11.3113,54
36297,6.28,9.38,395.27,4,1.5033,79
36298,1.32,2.3,48,5,10.1571,95
36299,25.05,4.1,31.7,9,1.2583,636
36300,4.52,7.23,385.83,3,4.1644,106
36301,2.62,1.38,87.8,4,0.3067,279
36302,2.86,13.13,266.38,6,14.8419,30
36303,9.46,5.22,516.17,6,2.1744,442
36304,8.83,13.97,571.35,4,4.8997,93
36305,130.16,4.36,317.16,8,0.3452,1470
36306,20.75,3.02,20.43,7,0.4927,460
36307,5.88,9.69,68.74,3,3.7118,123
36308,63.37,13.62,697.78,8,0.5792,481
36309,23.95,11.44,636.76,4,1.8723,234
36310,30.84,13.55,526.77,5,0.4973,125
36311,43.84,9.31,650.41,10,1.8329,91
36312,36.84,10.44,514.41,7,0.9024,517
36313,10.47,11.79,827.57,5,6.3274,148
36314,13.93,6.51,405.72,5,1.0405,234
36315,5.51,8.92,44.69,8,1.0474,50
36316,1.98,10.57,190.62,3,4.6076,26
36317,2.14,7.33,314.2,3,14.7351,30
36318,104.97,4.18,157.92,9,0.6407,1081
36319,15.08,7.97,643.13,5,0.6597,525
36320,42.84,12.5,382.22,6,3.835,283
36321,1.13,7,517.76,4,20.4828,27
36322,17.44,11.62,608.63,3,2.9105,179
36323,18.05,7.21,674.55,5,1.8302,169
36324,1.95,3.3,140.74,4,2.4396,51
36325,11.1,12.39,1038.6,4,3.6668,108
36326,3.46,9.89,507.56,4,16.9327,32
36327,8.17,5.02,115.98,4,0.749,159
36328,3.32,1.79,143.14,6,9.2545,110
36329,323.35,13.36,522.23,10,0.5939,701
36330,25.04,12.73,831.37,3,1.0986,202
36331,13.2,4.88,371.17,3,2.8431,403
36332,22.03,9.11,55.27,5,0.2998,492
36333,14.4,2.86,87.13,10,0.1132,771
36334,5.42,5.34,203.29,4,4.0677,105
36335,18.6,13.76,465.98,6,3.2025,148
36336,20.58,6.12,70.51,4,1.6674,483
36337,2.42,2.52,147.02,5,2.5358,106
36338,18.69,11.12,102.83,4,1.5883,190
36339,23.78,12.85,533.96,4,1.5128,227
36340,32.34,12.22,900.32,4,1.9796,196
36341,32.08,13.15,273.35,3,0.7244,241
36342,7.25,4.75,371.58,4,1.5217,130
36343,17.02,8.09,759.25,4,0.6903,214
36344,41.78,10.03,204.36,5,0.68,466
36345,5.41,4.49,217.12,4,2.182,116
36346,13.95,7.1,101.64,4,2.5347,327
36347,98.93,12.73,139.47,7,0.4599,407
36348,93.12,8.02,64.95,8,0.986,332
36349,1.4,1.11,80.75,6,2.4962,128
36350,2.58,7.08,221.94,4,18.2124,44
36351,119.29,10.02,251.57,9,2.0075,181
36352,22.48,5.39,397.47,6,2.3576,209
36353,120.44,8.39,237.03,12,0.3478,473
36354,13.03,11.04,183.25,5,3.6882,152
36355,23.1,12.02,514.88,6,0.6739,251
36356,16.44,8.38,307.1,6,0.2266,183
36357,6.47,3.29,206.64,7,1.1348,281
36358,7.01,7.28,159.21,3,0.4815,139
36359,14.57,9.56,716.66,4,0.2086,239
36360,5.18,7.63,586.28,9,1.5126,28
36361,0.31,3.09,24.51,5,14.6991,32
36362,17.61,9.4,93.92,4,3.7397,197
36363,74.09,12.16,629.18,7,1.0849,499
36364,4.57,9.29,121.18,3,4.3369,25
36365,3.77,11.15,563.21,6,8.4418,67
36366,6.5,2.25,140.99,3,3.1531,379
36367,8.59,4.81,330.18,5,0.9006,295
36368,67.13,6.15,36.43,9,0.5596,390
36369,5.23,3.5,173.17,5,2.2869,119
36370,102.89,9.01,51.25,11,0.6698,679
36371,3.23,7.95,502.78,3,8.1892,55
36372,12.9,5.5,158.05,6,0.7523,543
36373,114.43,12.33,212.01,9,1.3049,615
36374,7.58,5.32,483.12,6,2.34,156
36375,115.88,11.44,1014.21,8,0.8105,334
36376,22.6,9.99,40.18,6,0.9232,418
36377,7.96,4.49,125.4,6,1.6594,417
36378,9.64,12.25,215.4,3,3.7062,75
36379,9.74,6.44,291.08,4,3.7336,169
36380,15.56,9.37,138.99,6,0.4203,258
36381,3.53,4.44,18.44,6,0.7696,145
36382,2.7,7.3,357.34,4,12.5357,39
36383,2.26,2.19,45.11,4,4.9119,128
36384,15.4,7.87,78.21,4,0.4396,270
36385,7.02,2.2,114.98,4,2.0385,289
36386,43.89,13.68,347.49,5,0.9081,474
36387,16.51,11.73,306.5,7,1.7875,117
36388,9.43,4.34,352.46,5,1.639,165
36389,6.48,12.6,520.71,3,2.2103,58
36390,1.47,3.53,197.64,3,5.9179,80
36391,1.14,1.34,21.62,3,1.9076,122
36392,2.16,3.05,115.44,5,1.1228,87
36393,3.56,2.85,26.59,5,0.7549,276
36394,32.74,8.35,388.69,7,2.4146,328
36395,123.73,10.15,748.39,9,1.3148,725
36396,1.23,2.19,53.94,5,6.3253,117
36397,24.84,8.95,46.57,3,0.8684,382
36398,6.34,11.36,168.97,5,2.9897,89
36399,40.45,6.82,211.52,5,0.1215,573
36400,20.25,5.83,146.38,6,0.3296,764
36401,3.32,2.88,61.55,4,3.623,198
36402,4.6,8.27,161.78,4,6.0761,163
36403,5.37,5.36,190.23,3,5.0625,131
36404,28.75,10.86,264.16,4,1.3897,496
36405,17.63,9.76,699.73,5,1.349,296
36406,10.13,12.87,243.16,5,2.993,194
36407,2.88,10.76,894.67,3,0.665,59
36408,2.44,1.64,28.85,3,2.5581,402
36409,10.79,12.45,131.13,4,1.2014,91
36410,2.49,5.94,386.4,6,33.4621,25
36411,26.22,3.32,305.94,9,0.0669,579
36412,37.27,9.1,367.27,4,0.1661,427
36413,44.09,13.16,234.74,6,1.2233,134
36414,2.45,1.27,68.36,3,2.1588,243
36415,35.59,13.41,703.32,4,1.4777,475
36416,20.79,11.22,955.4,5,2.1475,113
36417,10.24,11.25,715.41,3,4.9693,134
36418,3.1,9.64,944.64,2,11.3501,54
36419,8.4,9.53,82.13,4,5.4755,139
36420,15.16,6.1,118.83,5,1.6441,201
36421,8.72,7.25,654.27,5,1.0137,285
36422,5.08,6.93,556.75,4,5.7893,119
36423,2.06,4.37,193.88,5,4.8391,50
36424,92.79,13.24,1112.23,6,0.5263,402
36425,16.38,9.01,533.67,4,3.1802,170
36426,12.45,6.82,523.59,6,0.4015,134
36427,39.18,3.82,214.67,9,0.454,1068
36428,60.63,13.01,299.02,6,0.184,133
36429,4.9,1.88,87.19,4,1.8866,473
36430,31.15,13.31,854.33,5,0.1069,260
36431,37.31,8.39,241.77,10,0.5477,188
36432,15.48,11.91,682.15,5,7.8376,93
36433,11.37,7.56,164.12,4,4.5316,76
36434,5.37,5.09,354.41,4,1.0106,206
36435,0.77,2.7,222.74,4,4.0861,36
36436,41.94,6.02,600.46,8,0.7443,699
36437,15.03,12.87,1205.14,5,5.2604,117
36438,0.33,1.77,31.63,6,5.8959,39
36439,7.2,4.53,423.67,6,1.5841,244
36440,6.69,6.36,83.77,4,4.6012,137
36441,17.58,10.42,854.58,5,1.936,335
36442,18.43,13.98,837.22,6,3.7365,41
36443,3.04,3.07,23.99,4,3.1497,109
36444,5.18,7.64,175.25,5,5.9606,51
36445,13.74,12.74,141.11,3,1.6118,95
36446,114.23,7.61,716.1,15,0.2411,958
36447,13.45,7.54,610.52,6,0.3327,437
36448,14.07,6.74,147.06,4,2.1492,233
36449,16.36,13.25,583.11,5,3.0951,256
36450,0.54,5.27,53.15,5,9.5743,26
36451,1.22,4.5,78.49,4,10.0403,31
36452,2.98,2.71,190.16,4,2.7974,122
36453,0.27,1.08,75.4,4,15.3968,42
36454,24.9,13.13,239.52,11,4.6304,54
36455,8.15,13.6,415.46,3,6.2368,38
36456,14.06,11.01,427.72,4,1.7742,91
36457,14.04,6.94,369.86,5,1.211,208
36458,49.77,10.39,89.26,6,1.6332,124
36459,3.13,1.9,12.96,7,7.2318,87
36460,1.48,1.59,57.64,3,0.9906,102
36461,0.5,7.24,246.84,6,29.7364,13
36462,16.27,12.75,510.9,4,3.868,214
36463,142.41,13.23,663.75,14,1.2592,879
36464,6.93,5.18,330.05,3,1.2596,120
36465,6.43,6.38,144.76,3,5.9184,163
36466,159.21,9.54,233.31,13,0.1997,353
36467,40.05,7,152.67,8,1.6397,527
36468,5.25,8.1,752.21,4,5.6331,180
36469,70.46,8.5,202.2,15,1.7396,340
36470,3.28,9.41,123.9,6,1.3067,62
36471,16.72,12.65,537.46,5,7.3927,90
36472,14.22,11.6,428.73,3,5.6837,124
36473,8.71,6.61,104.36,4,0.541,191
36474,60.92,10.62,440.66,12,0.8667,810
36475,5.02,13.92,896.8,6,31.5348,13
36476,22.86,12.56,91.21,4,2.8532,341
36477,10.97,7.89,158.94,3,0.3287,188
36478,6.2,8.29,260.66,3,1.9856,120
36479,57.04,8.63,258.89,7,0.8532,137
36480,14.84,9.35,489.03,4,6.0661,78
36481,7.19,12.91,754.48,5,5.8181,106
36482,2.29,8.04,450.65,4,11.6208,20
36483,67.64,10.62,88.82,7,0.5728,504
36484,13.66,5.24,176.7,9,2.2617,113
36485,9.18,11.04,1040.87,3,8.6672,35
36486,19.29,12.1,858.66,9,1.134,203
36487,12.95,8.06,802.62,4,0.8378,93
36488,0.49,2.15,53.75,4,17.3337,33
36489,24.25,11.6,190.46,3,2.0817,154
36490,22.19,10.62,166.1,7,3.4484,187
36491,27.97,12.38,223.68,6,2.0839,412
36492,18.8,11.15,451.32,3,1.7764,240
36493,4.12,1.63,94.47,5,2.2901,550
36494,28.08,13.64,1359.86,4,1.0532,216
36495,23.92,12.24,64.02,3,3.6583,113
36496,0.93,1.43,130.39,6,3.7727,79
36497,45.35,7.2,147.57,5,1.2069,368
36498,5.55,10.08,879.03,4,1.4131,39
36499,10.43,5.89,64.15,4,1.1239,255
36500,9.08,4.73,201.17,4,3.4505,104
36501,10.6,9.12,130.7,4,1.9332,139
36502,2.1,1.57,143.75,5,4.0055,258
36503,22.62,8.67,65.02,4,1.2473,195
36504,15.76,10.11,662.3,5,2.3891,306
36505,1.07,1.62,12.47,6,2.2797,89
36506,6.06,4.54,191.32,4,0.815,179
36507,15.85,3.78,166.17,8,0.1534,250
36508,0.42,2.17,30.71,4,22.3032,37
36509,41.31,6.52,486.36,6,1.3915,242
36510,0.69,9.2,94.77,5,11.62,13
36511,14.98,7.87,529.64,4,0.5759,133
36512,10.13,6.53,208.21,5,1.6806,264
36513,18.69,12.37,97.84,17,1.3879,89
36514,4.75,2.63,85.83,4,0.5963,165
36515,10.8,6.85,591.06,4,1.1529,184
36516,19.73,13.81,346.99,5,1.0073,126
36517,6.25,12.23,404.5,3,6.5373,116
36518,64.41,5.37,363.08,11,0.3712,764
36519,47.07,11.42,214.36,9,1.8818,243
36520,7.44,5.06,59.72,5,2.6173,246
36521,1.67,1.96,154.22,5,1.5771,175
36522,32.36,13.26,710.16,4,1.3437,234
36523,23.58,13.77,280.56,4,0.7475,332
36524,90.22,4.9,104.78,9,1.0663,377
36525,7.3,4.49,126.56,14,1.1286,35
36526,1.69,2.95,212.88,4,6.2673,97
36527,69.93,2.03,81.9,14,0.2766,1086
36528,6.67,4.69,299.75,5,2.4938,133
36529,65.68,3.63,58,9,0.4897,594
36530,72.72,9.45,78.07,10,0.5909,948
36531,7.36,4.19,97.43,4,4.7978,137
36532,7.55,9.8,120.04,8,2.0087,67
36533,4.78,4.07,195.24,5,2.6002,132
36534,3.07,1.84,40.27,4,1.6991,261
36535,30.26,13.55,212.61,10,9.0852,94
36536,5.44,3.25,179.74,3,2.9374,244
36537,7.39,11.23,735.91,5,5.6305,74
36538,9.74,9.54,481.11,3,1.0779,143
36539,8.44,9.26,190.91,3,7.8506,42
36540,11.39,9.31,166.52,3,8.9325,56
36541,17.82,9.68,770.21,6,1.4001,314
36542,0.88,11.22,830.64,3,34.0015,10
36543,1.59,6.65,233.78,4,21.1458,30
36544,14.42,3.41,112.8,5,1.7306,147
36545,1.3,1.89,25.73,6,6.6734,79
36546,82.67,12.99,162.88,7,2.0708,316
36547,2.6,1.5,77.7,4,1.8975,114
36548,5.16,4.16,54.1,4,2.2476,148
36549,4.86,3.57,113.86,4,10.1714,52
36550,5.03,2.41,113.43,4,3.73,204
36551,31.37,13.11,137.39,4,2.2203,342
36552,3.46,7.91,74.93,5,12.9059,96
36553,6.88,4.68,230.56,5,0.966,185
36554,18.96,7.66,70.33,4,1.0958,282
36555,25.87,8.08,218.52,6,0.9481,251
36556,5.75,4.36,383.25,5,3.0023,320
36557,18.68,9.74,433.19,6,0.3522,376
36558,16.56,10.49,541.04,5,1.8933,254
36559,23.21,11.39,867.92,4,0.2923,266
36560,15.29,7.06,578.05,5,0.0341,385
36561,7.26,9.09,253.43,5,3.6969,221
36562,76.54,7.07,158.08,10,0.7257,385
36563,18.8,9.4,439.05,5,0.7095,251
36564,0.86,7.41,275.12,4,18.8613,24
36565,46.19,7.65,534.34,7,0.7899,743
36566,60.59,5.45,160.92,11,0.603,832
36567,18.89,2.45,231.32,12,0.2606,777
36568,11.04,11.42,365.76,5,2.6645,193
36569,15.61,9.6,796.21,4,1.1607,221
36570,2.16,6.1,143.44,4,0.767,29
36571,19.76,12.42,965.97,6,0.6413,174
36572,12.2,7.53,389.91,3,0.6414,130
36573,25.27,13.19,342.42,3,3.0416,201
36574,12.13,10.59,199.25,3,7.757,142
36575,54.05,10.12,859.84,8,1.8618,312
36576,3.06,4.54,88.99,4,0.5479,104
36577,1.63,6.12,195.04,5,7.0741,61
36578,5.13,9.11,137.62,3,2.5929,74
36579,44.24,3.19,241.65,11,1.5147,465
36580,2.5,1.64,10.75,5,1.213,336
36581,10.67,7.43,91.2,4,4.5867,240
36582,3.09,9.34,110.11,4,10.4547,30
36583,101.07,10.43,435.18,13,1.1194,535
36584,6.8,10.27,47.79,4,4.3701,78
36585,6.96,10.39,280.39,5,5.1167,147
36586,3.75,11.3,249.49,7,9.9152,43
36587,5.44,5.51,209.9,6,2.2156,208
36588,8.42,6.4,73.05,8,3.2429,131
36589,5.18,7.04,272.87,4,4.5534,64
36590,32.2,7.52,111.87,5,0.1885,233
36591,14.3,9.71,639.73,9,6.0815,84
36592,3.05,6.63,326.91,3,18.176,18
36593,103.29,7.13,356.15,6,0.6166,775
36594,6.5,1.68,89.19,8,1.0687,776
36595,16.53,6.8,491.24,4,0.8615,454
36596,5.01,6.78,371.11,4,6.3658,31
36597,28.07,11.66,276.01,5,1.7191,601
36598,7.05,11.39,725.55,6,5.5379,97
36599,7.8,10.54,259.53,4,1.0722,143
36600,4.35,6.6,560.81,4,4.8178,80
36601,0.9,1.44,134.59,4,7.827,43
36602,2.61,3.72,213.85,5,8.2461,102
36603,3.2,4.48,297.28,10,2.7652,74
36604,0.28,1.05,33.17,4,6.0412,24
36605,5.73,1.55,66.83,8,0.6556,533
36606,2.98,8.07,139.01,4,18.1872,42
36607,8.8,3.65,76.94,4,1.8549,143
36608,2.29,1.11,69.87,6,5.0603,70
36609,14.41,6.01,358.45,3,2.9516,342
36610,7.75,4.04,42.38,3,4.7719,199
36611,6.77,3.02,91.88,5,3.0819,162
36612,4.39,1.3,85.47,6,0.1382,730
36613,14.91,5.45,294.57,4,1.7915,304
36614,3.78,1.53,114.79,4,2.2288,385
36615,74.19,7.72,576.45,12,0.4071,367
36616,0.23,1.24,44.34,6,19.3493,20
36617,9.32,10.22,454.02,4,0.2692,126
36618,8.92,7.57,622.75,3,4.5027,118
36619,11.7,3.87,257.79,3,0.3288,422
36620,4.37,3.27,268.71,9,2.3015,149
36621,11.39,2.23,84.35,7,1.3756,561
36622,6.8,7.27,401.84,4,1.7789,284
36623,4.99,5.46,39.44,5,2.1586,145
36624,5.28,7.25,210.42,4,1.9718,107
36625,7.73,4.6,227.51,4,0.9913,296
36626,7.89,5.46,495.82,5,3.1443,80
36627,62.79,5.25,221.29,8,0.0756,403
36628,6.89,2.02,67.8,5,3.3425,323
36629,15.35,9.03,151.81,6,1.8478,215
36630,22.12,13.97,213.4,3,0.5729,240
36631,85.83,11.35,500.38,8,0.1901,684
36632,10.18,11.23,53.62,4,2.4957,57
36633,3.27,2.8,149.56,4,4.1289,139
36634,4.26,13.47,632.9,5,4.727,67
36635,11.51,6.13,195.99,3,2.4914,68
36636,4.98,3.37,118.18,5,0.0482,250
36637,32.7,13.99,67.49,6,1.6532,149
36638,22.07,3.7,167.79,11,1.3109,607
36639,28.94,13.77,319.66,5,1.2247,304
36640,9.85,2.38,61.59,4,0.1734,505
36641,4.53,1.59,77.97,5,1.6185,534
36642,15.55,8.44,236.52,4,0.4433,342
36643,1.24,1.65,163.75,9,3.6178,77
36644,80.17,11.45,528.58,8,1.2644,465
36645,7.32,6.99,271.32,5,3.5228,116
36646,22.77,10.45,733.83,6,4.6923,155
36647,2.77,11.18,525.42,3,19.0768,43
36648,5.43,8.84,49.49,4,6.5839,50
36649,3.03,6.89,470.64,4,1.1615,70
36650,29.01,13.69,91.31,4,1.2323,188
36651,13.69,8.54,231.86,5,0.6242,194
36652,21.98,5.18,44.42,5,1.7044,361
36653,39.83,11.56,647.76,5,0.2841,328
36654,2.29,3.52,85.94,3,4.781,136
36655,246.57,13.03,191.98,10,0.505,833
36656,17.66,11.09,145.62,4,2.5501,275
36657,29.43,12.19,336.35,5,0.7348,322
36658,20.3,12.94,503.07,6,1.2361,286
36659,17.89,9.06,777.67,4,0.1864,183
36660,24.59,11.44,898.93,6,0.8851,179
36661,5.51,7.37,348.6,4,3.7165,56
36662,1.55,8.12,56.67,3,16.0082,17
36663,3.7,5.35,32.17,5,2.9589,22
36664,2.75,11.43,171.96,4,2.9624,21
36665,1.76,2.37,14.73,3,2.3999,38
36666,17.35,10.24,449.04,3,5.3361,253
36667,3.37,2.52,11.26,4,4.0072,246
36668,86.52,8.44,125.08,8,0.8775,917
36669,8.31,3.46,70.01,4,0.3348,388
36670,29.84,6.35,207.43,17,0.5233,165
36671,4.98,11.81,585.18,3,6.8435,88
36672,4.37,8.18,96.23,4,2.6678,95
36673,9.83,9.4,277.8,4,0.8312,102
36674,26.52,11.59,975.7,5,0.8745,488
36675,0.6,2.65,247.04,4,8.0951,18
36676,1.12,5.23,69.66,3,13.569,10
36677,22.51,11.74,1050.01,4,0.975,144
36678,23.5,9.12,484.2,4,0.0452,538
36679,9.8,5.37,356.65,5,1.7128,107
36680,1.66,11.56,207.25,5,15.522,14
36681,42.83,7.22,545.33,7,0.9207,414
36682,12.49,11.59,144.14,5,5.073,210
36683,4.52,8.61,107.5,6,0.6179,64
36684,7.59,3.37,127.74,8,0.3522,181
36685,11.51,11.57,49,5,0.5008,150
36686,18.57,13.88,1250.19,5,0.2753,174
36687,2.9,4.03,38.53,5,2.0528,101
36688,2.93,10.48,777.46,5,7.1342,24
36689,34.63,12.7,95.41,11,1.559,225
36690,13.24,8.79,116.53,3,4.1148,210
36691,33.05,9.7,815.31,12,2.3447,344
36692,9.28,12.93,1094.77,6,2.6132,97
36693,28.98,6.68,611.67,7,1.402,245
36694,21.97,9.79,325.71,5,1.1026,473
36695,12.82,8.02,254.49,3,2.1585,184
36696,2.17,10.95,662.27,3,11.9652,23
36697,0.87,1.6,50.35,5,8.9121,66
36698,41.94,9.92,309.54,11,2.1738,269
36699,29.52,6.41,38.99,6,1.5294,361
36700,10.28,10.09,62.63,9,8.4608,86
36701,1,2.96,102.29,3,11.5537,19
36702,38.39,8.37,35.46,6,1.0852,190
36703,0.34,2.23,201.79,5,14.1802,20
36704,7.51,10.35,114.2,4,1.1776,147
36705,13.3,6.29,370,6,0.1674,308
36706,63.76,7.11,74.69,6,0.642,253
36707,0.5,5.43,146.32,4,26.2213,11
36708,33.59,11.83,1041.76,6,4.1711,206
36709,12.49,3.07,171.85,6,0.9666,328
36710,2.83,5.44,157.82,4,5.6207,33
36711,4.24,6.76,41.22,4,1.8904,92
36712,2.17,2.52,97.04,5,0.2444,45
36713,3.24,2.21,75.7,5,1.3261,181
36714,73.49,10.16,260.95,7,0.8828,273
36715,48.26,4.5,27.68,14,0.4749,798
36716,26.32,12.53,60.87,4,1.9089,144
36717,9.71,10.73,337.44,3,10.453,59
36718,7.14,4.44,332.05,5,1.3544,113
36719,0.55,5.62,124.46,4,43.7643,9
36720,0.46,1.08,10.11,5,1.6255,84
36721,22.73,13.69,483.03,5,1.5745,239
36722,22.68,13.02,1031.5,4,2.5916,258
36723,1.84,2.68,143.88,5,4.2954,132
36724,14.41,11.67,957.09,4,3.9495,149
36725,17.53,11.29,679.37,3,2.1889,208
36726,5.86,3.8,107.93,5,2.7747,109
36727,55.47,11.7,435.09,6,0.8572,196
36728,11.95,8.39,57.27,5,3.0492,139
36729,7.29,4.28,281.5,4,1.6179,620
36730,36.36,11.91,187.7,6,1.5745,185
36731,8.89,4.89,50.97,4,0.4266,109
36732,83.62,13.43,490.02,4,0.5133,456
36733,3.56,2.83,191.05,5,0.7567,189
36734,3.45,8.13,210.18,4,2.9298,16
36735,20.78,13.14,1141.97,4,3.6481,144
36736,8.29,13.72,300.74,4,10.1585,55
36737,9.76,11.54,748.55,3,2.3638,129
36738,1.46,6.12,84.79,4,8.4276,36
36739,186.59,8.72,404.02,11,0.4985,1060
36740,27.53,13.67,242.44,4,1.6591,200
36741,3.7,3.63,76.12,5,0.2956,88
36742,0.84,2.6,28.29,6,13.7374,60
36743,57.8,4.58,197.41,10,0.1636,683
36744,6.04,5.64,48.47,6,1.3254,163
36745,0.93,12.64,88.96,5,22.0809,6
36746,0.56,2.18,75.38,3,25.4735,30
36747,1.22,1.18,35.25,4,6.3208,158
36748,5.56,12.9,199.2,3,17.0937,39
36749,10.49,13.61,1230.3,3,2.1087,143
36750,4.14,5.16,415.42,3,2.5715,202
36751,0.29,4.31,270.58,4,70.624,5
36752,10.41,4.75,61.83,9,4.298,62
36753,24.36,11.2,126.61,4,0.8395,253
36754,16.92,7.66,45.55,3,1.122,87
36755,5.56,3.6,76.9,4,2.8381,82
36756,3.21,3.96,261.12,3,3.4206,78
36757,1.65,3.3,272,5,0.809,46
36758,9.19,5.5,266.4,4,3.4338,252
36759,31.22,11.71,291.94,5,1.1169,575
36760,29.85,4.65,108.39,7,0.6316,184
36761,16.15,2.71,92.08,7,1.7889,448
36762,21.85,11.13,349.32,6,1.91,252
36763,0.72,11.72,799.09,4,55.2484,4
36764,7.93,4.6,51.46,4,3.4443,257
36765,0.87,8.52,851.63,4,40.5598,14
36766,4.31,1.17,7.3,4,3.2698,317
36767,46.18,6.48,30.23,14,1.9199,355
36768,1.23,1.7,127.57,2,3.2596,159
36769,10.96,4.28,217.71,5,0.55,168
36770,87.8,10.46,917.87,14,0.1377,388
36771,2.99,12.1,632.67,5,36.749,22
36772,76.13,7.63,641.25,16,1.0671,687
36773,12.46,9.8,745.21,5,2.7705,195
36774,1.52,8.83,738.5,5,16.4323,18
36775,6.53,6.89,639.45,4,2.8138,184
36776,24.53,9.17,729.89,4,0.633,277
36777,13.11,12.72,351.82,5,5.7371,76
36778,6.56,5.01,256.73,3,0.1518,110
36779,7.15,8.25,484.84,7,7.9889,82
36780,11.77,4.18,76.75,4,2.1056,406
36781,22.06,11.76,107.88,3,4.9585,248
36782,8.88,3.71,307.7,4,3.1518,303
36783,2.37,1.4,12.06,4,2.3106,339
36784,24.27,8.47,615.06,5,1.2152,289
36785,18.69,11.4,811.42,6,0.8953,145
36786,6.22,5.89,279.61,8,3.19,141
36787,6.11,10.55,536.44,5,0.9413,28
36788,27.25,7.57,78.84,10,2.2334,219
36789,46.3,11.65,191.29,9,1.876,155
36790,27.86,5.04,411.98,8,0.5349,362
36791,1.58,3.75,70.89,3,21.4275,56
36792,8.07,6.47,559.69,6,2.5996,236
36793,3.27,6.92,30.3,4,2.4944,65
36794,11.02,8.84,43.61,5,2.6329,196
36795,11.37,7.65,100.46,5,1.2078,236
36796,3.47,1.5,136.57,5,0.1308,368
36797,11.74,8.87,246.26,3,3.0262,117
36798,51.16,5.21,46.13,12,0.4027,428
36799,19.31,10.89,795.44,6,1.7731,428
36800,6.15,6.4,495.4,4,1.8489,135
36801,11.35,4.92,37.08,4,0.0546,323
36802,111.6,13.67,174.12,9,0.7702,733
36803,10.25,8.64,826.2,3,5.1176,138
36804,2.4,12.09,412.95,4,9.8872,23
36805,8.83,7.65,208.44,3,2.7308,70
36806,1.33,7.1,135.5,7,14.0878,28
36807,30.63,11.71,333.94,6,0.6639,238
36808,2.21,2.54,39.16,3,5.1208,147
36809,9.22,7.76,385.61,3,3.7579,205
36810,53.71,10.38,341.32,8,3.3188,172
36811,8.17,5.88,339.83,10,1.8515,182
36812,3.2,3.73,145.32,4,1.6423,74
36813,20.19,2.37,183.13,6,1.735,634
36814,18.61,11.44,88.43,6,0.4351,299
36815,41.34,8.52,73.17,5,3.1232,283
36816,13.39,4.5,235.22,5,1.006,477
36817,17.24,2.49,96.19,13,1.9818,430
36818,13.97,6.98,655.41,4,1.5872,143
36819,3.31,6.11,402.68,4,6.2673,35
36820,2.32,13.17,344.85,3,26.0667,28
36821,36.53,4.68,390.2,12,0.1973,370
36822,36.33,5.93,210.15,9,0.2971,730
36823,4.96,3.28,113.38,3,2.3443,136
36824,7.98,3.57,40.6,5,1.7708,285
36825,9.72,10.42,163.01,4,3.6265,283
36826,9.24,3.36,158.92,4,1.4627,513
36827,6.98,5.72,41.16,5,1.9491,226
36828,27.18,9.01,294.23,5,1.6428,310
36829,24.14,13.07,151.35,4,2.7023,215
36830,1.41,11.32,435.57,3,31.2806,20
36831,6.86,9.46,640.67,4,5.4728,125
36832,2.88,8.37,573.54,4,15.8532,53
36833,20.17,7.14,246.28,8,0.106,207
36834,0.3,2.25,130.51,5,23.6404,19
36835,4.35,11.28,229.89,7,10.5286,60
36836,28.85,10.71,105.54,7,1.7937,159
36837,2.23,2.67,16.25,3,2.1518,255
36838,36.76,11.99,354.81,6,3.1405,142
36839,5.76,12.99,347.09,5,9.1728,94
36840,8.55,8.38,136.69,6,2.9633,321
36841,9.63,8.6,140.93,3,4.4141,124
36842,5.05,11.55,475.34,4,0.8142,69
36843,13.65,12.25,655.28,6,2.0486,340
36844,6,3.46,191.64,5,3.0668,68
36845,9.26,8.91,134.76,5,1.3249,199
36846,18.21,11.6,243.45,3,4.3421,200
36847,14.24,9.79,276.48,5,0.2157,126
36848,3.55,3.91,380.75,4,1.8424,78
36849,12.64,12.63,716.52,5,0.449,112
36850,11.02,7.17,467.89,5,1.6443,97
36851,16.25,13.65,674.16,3,1.5337,89
36852,12.75,7.45,131.26,9,2.3883,88
36853,2.91,9.54,56.29,5,16.5832,35
36854,3.68,2.28,98.4,5,1.0841,305
36855,17.18,2.82,131.94,9,1.0686,547
36856,3.54,7.12,220.23,5,16.6299,36
36857,2.24,1.53,13.75,9,6.5216,59
36858,4.47,3.96,51.59,3,1.4251,178
36859,2.36,7.1,122.6,5,14.5129,41
36860,22.18,11.22,47.74,6,0.1846,318
36861,28.71,11.88,380.81,5,0.8147,436
36862,5.64,10.18,665.83,3,0.72,91
36863,10.77,9.23,135.76,4,4.0519,209
36864,23.21,6.84,144.73,6,0.8843,640
36865,18.54,13.64,622.15,4,3.1753,90
36866,9.28,9.39,541.11,3,1.354,167
